qCODE_SESSION|DESCRIPTION|DESCRIPTION_ACT|DESCRIPTION_NAT|NOM_COUR|LIEU_1|LIEU_2|ARRONDISSEMENT|ADRESSE|DATE_DEB|DATE_FIN|JOUR_SEMAINE|HEURE_DEBUT|HEURE_FIN
H2015|Maison des jeunes Neufchatel|Maison des jeunes Neufchatel|Loisirs jeunesse|Maison des jeunes de St-Andre de Neufchatel (La)|Pavillon de service Saint-Andre|Pav. de service Saint-Andre \ salle rez-de-chaussee|Arrondissement des Rivieres|2125, boulevard Bastien, Quebec (QC) G2B 1B8 |2015-01-01|2015-03-31|Samedi|17:00:00|23:00:00
H2015|Ultimate Frisbee|Ultimate Frisbee|Sports et de plein air|Loisirs Montcalm inc (Les)|Ecole Joseph-Francois-Perrault|Ecole Joseph-Francois-Perrault gymnase|Arrondissement de La Cite-Limoilou|140, chemin Sainte-Foy, Quebec (QC) G1R 1T2 |2015-01-31|2015-04-11|Samedi|13:00:00|16:00:00
E2015|Evenement special - Festi-Parc|Evenement special|Evenement special|Loisirs et Sports Neufchatel inc.|Centre communautaire Charles-Auguste-Savard|Centre comm. C.-A.-Savard \ p. salle SS-105|Arrondissement des Rivieres|2155, boulevard Bastien, Quebec (QC) G2B 1B8 |2015-08-13|2015-08-16|Jeudi|18:00:00|23:59:00
E2015|Evenement special - Festi-Parc|Evenement special|Evenement special|Loisirs et Sports Neufchatel inc.|Centre communautaire Charles-Auguste-Savard|Centre comm. C.-A.-Savard \ p. salle SS-102-1|Arrondissement des Rivieres|2155, boulevard Bastien, Quebec (QC) G2B 1B8 |2015-08-13|2015-08-16|Jeudi|18:00:00|23:59:00
E2015|Evenement special - Festi-Parc|Evenement special|Evenement special|Loisirs et Sports Neufchatel inc.|Centre communautaire Charles-Auguste-Savard|Ecole primaire de l'Escabelle A \ gymnase simple|Arrondissement des Rivieres|2155, boulevard Bastien, Quebec (QC) G2B 1B8 |2015-08-13|2015-08-16|Vendredi|18:00:00|23:59:00
E2015|Evenement special - Festi-Parc|Evenement special|Evenement special|Loisirs et Sports Neufchatel inc.|Centre communautaire Charles-Auguste-Savard|Centre comm. C.-A.-Savard \ gymnase simple SS109-2-3-4|Arrondissement des Rivieres|2155, boulevard Bastien, Quebec (QC) G2B 1B8 |2015-08-13|2015-08-16|Vendredi|18:00:00|23:59:00
E2015|Evenement special - Festi-Parc|Evenement special|Evenement special|Loisirs et Sports Neufchatel inc.|Centre communautaire Charles-Auguste-Savard|Ecole primaire de l'Escabelle A \ gymnase simple|Arrondissement des Rivieres|2155, boulevard Bastien, Quebec (QC) G2B 1B8 |2015-08-13|2015-08-16|Samedi|08:00:00|23:59:00
E2015|Evenement special - Festi-Parc|Evenement special|Evenement special|Loisirs et Sports Neufchatel inc.|Centre communautaire Charles-Auguste-Savard|Centre comm. C.-A.-Savard \ gymnase simple SS109-2-3-4|Arrondissement des Rivieres|2155, boulevard Bastien, Quebec (QC) G2B 1B8 |2015-08-13|2015-08-16|Samedi|08:00:00|23:59:00
E2015|Evenement special - Festi-Parc|Evenement special|Evenement special|Loisirs et Sports Neufchatel inc.|Centre communautaire Charles-Auguste-Savard|Centre comm. C.-A.-Savard \ p. salle SS-105|Arrondissement des Rivieres|2155, boulevard Bastien, Quebec (QC) G2B 1B8 |2015-08-13|2015-08-16|Samedi|08:00:00|23:59:00
E2015|Evenement special - Festi-Parc|Evenement special|Evenement special|Loisirs et Sports Neufchatel inc.|Centre communautaire Charles-Auguste-Savard|Centre comm. C.-A.-Savard \ p. salle SS-102-1|Arrondissement des Rivieres|2155, boulevard Bastien, Quebec (QC) G2B 1B8 |2015-08-13|2015-08-16|Dimanche|08:00:00|23:59:00
P2015|Petanque|Petanque|Loisirs recreatifs|Loisirs Du Jardin inc.|Parc Lyonnais|Parc Lyonnais|Arrondissement de Charlesbourg|1158, rue du Lyonnais, Quebec (QC) G1G 2G2 |2015-05-01|2015-08-31|Mardi|16:00:00|23:00:00
P2015|Petanque|Petanque|Loisirs recreatifs|Loisirs Du Jardin inc.|Parc Lyonnais|Parc Lyonnais|Arrondissement de Charlesbourg|1158, rue du Lyonnais, Quebec (QC) G1G 2G2 |2015-05-01|2015-08-31|Vendredi|16:00:00|23:00:00
H2015|Nage synchronisee - Performance|Nage synchronisee|Clubs de natation|Synchro Les Dauphines|Centre Wilbrod-Bherer|Centre Wilbrod-Bherer  Lucien Flamand piscine int.|Arrondissement des Rivieres|7, rue Robert-Rumilly, Quebec (QC) G1K 2K5 |2015-01-04|2015-06-05|Mercredi|16:30:00|18:30:00
H2015|Nage synchronisee - Developpement|Nage synchronisee|Clubs de natation|Synchro Les Dauphines|Centre Wilbrod-Bherer|Centre Wilbrod-Bherer  Lucien Flamand piscine int.|Arrondissement des Rivieres|7, rue Robert-Rumilly, Quebec (QC) G1K 2K5 |2015-01-04|2015-06-04|Mercredi|16:30:00|18:30:00
H2015|Biodanza|Biodanza|Arts de la scene|Centre Durocher Inc.|Centre recreatif Mgr-Bouffard|CR Mgr-Bouffard salle 304 petanque|Arrondissement de La Cite-Limoilou|680, rue Raoul-Jobin, Quebec (QC) G1N 4N1 |2015-01-05|2015-02-23|Lundi|13:00:00|15:30:00
H2015|Hockey interieur - Groupe communautaire|Hockey interieur - Groupe communautaire|Sports et de plein air|Loisirs et Sports Neufchatel inc.|Centre communautaire Charles-Auguste-Savard|Centre comm. C.-A.-Savard \ gymnase simple SS109-2-3-4|Arrondissement des Rivieres|2155, boulevard Bastien, Quebec (QC) G2B 1B8 |2015-01-15|2015-04-23|Jeudi|20:45:00|22:15:00
H2015|Volley-ball - Groupe communautaire|Volley-ball - Groupe communautaire|Sports et de plein air|Loisirs et Sports Neufchatel inc.|Centre communautaire Charles-Auguste-Savard|Centre comm. C.-A.-Savard \ gymnase simple SS109-2-3-4|Arrondissement des Rivieres|2155, boulevard Bastien, Quebec (QC) G2B 1B8 |2015-01-23|2015-04-10|Vendredi|19:30:00|21:30:00
P2015|Patinage a roues alignees|Patinage a roues alignees|Sports et de plein air|Loisirs Du Plateau de Charlesbourg inc.|Parc Maurice-Dorion|Parc Maurice-Dorion|Arrondissement de Charlesbourg|8815, avenue Jean-Paquin, Quebec (QC) G1G 4W7 |2015-05-04|2015-11-06|Lundi|08:00:00|22:00:00
P2015|Patinage a roues alignees|Patinage a roues alignees|Sports et de plein air|Loisirs Du Plateau de Charlesbourg inc.|Parc Maurice-Dorion|Parc Maurice-Dorion|Arrondissement de Charlesbourg|8815, avenue Jean-Paquin, Quebec (QC) G1G 4W7 |2015-05-04|2015-11-06|Dimanche|08:00:00|22:00:00
P2015|Volleyball libre|Volleyball libre|Sports et de plein air|Loisirs Du Plateau de Charlesbourg inc.|Parc Maurice-Dorion|Parc Maurice-Dorion|Arrondissement de Charlesbourg|8815, avenue Jean-Paquin, Quebec (QC) G1G 4W7 |2015-06-01|2015-09-06|Lundi|08:00:00|22:00:00
H2015|Patinage libre prescolaire et aine|Patinage libre|Sports de glace|DCLVC de Beauport|Arena Gilles-Tremblay|Arena Gilles-Tremblay patinoire avec glace|Arrondissement de Beauport|1011, avenue Larue, Quebec (QC) G1C 1J5 |2015-01-03|2015-03-25|Lundi|13:00:00|14:20:00
P2015|Collectifs|Collectifs|Exposition|Societe artistique de Charlesbourg S.A.C.|Galerie d'art Magella-Paradis|Maison Pierre-Lefevbre - Etage|Arrondissement de Charlesbourg|7970, Le Trait-Carre Ouest, Quebec (QC) G1H 4P4 |2015-04-12|2015-05-24|Vendredi|19:00:00|21:00:00
P2015|Collectifs|Collectifs|Exposition|Societe artistique de Charlesbourg S.A.C.|Galerie d'art Magella-Paradis|Maison Pierre-Lefebvre Salle R.C.|Arrondissement de Charlesbourg|7970, Le Trait-Carre Ouest, Quebec (QC) G1H 4P4 |2015-04-12|2015-05-24|Jeudi|19:00:00|21:00:00
H2015|Bain libre - Pour adultes|Bain libre - Pour adultes|Activites aquatiques|DCLVC de La Cite-Limoilou|Piscine Wilfrid-Hamel|Piscine Wilfrid-Hamel|Arrondissement de La Cite-Limoilou|155, rue Bigaouette, Quebec (QC) G1K 4L5 |2015-01-03|2015-06-14|Lundi|11:30:00|12:50:00
H2015|Bain libre - Pour adultes|Bain libre - Pour adultes|Activites aquatiques|DCLVC de La Cite-Limoilou|Piscine Wilfrid-Hamel|Piscine Wilfrid-Hamel|Arrondissement de La Cite-Limoilou|155, rue Bigaouette, Quebec (QC) G1K 4L5 |2015-01-03|2015-06-14|Vendredi|11:30:00|12:50:00
H2015|Bain libre - Pour tous|Bain libre - Pour tous|Activites aquatiques|DCLVC de La Cite-Limoilou|Piscine Wilfrid-Hamel|Piscine Wilfrid-Hamel|Arrondissement de La Cite-Limoilou|155, rue Bigaouette, Quebec (QC) G1K 4L5 |2015-01-03|2015-06-14|Mardi|18:30:00|19:50:00
P2015|L'Entre-Ados|L'Entre-Ados|Loisirs jeunesse|Corporation de loisirs secteur N.D.L.|Chalet Bon Pasteur|Chalet Bon-Pasteur Local des animateurs|Arrondissement de Charlesbourg|395, rue du Bienheureux-Jean-XXIII, Quebec (QC) G2N 1V4 |2015-04-01|2015-12-31|Mardi|17:30:00|21:30:00
H2015|Jeux interieurs|Jeux interieurs|Loisirs recreatifs|Loisirs Bourg-Royal inc. (Les)|Chalet Bourg-Royal|Chalet Bourg-Royal Grande salle|Arrondissement de Charlesbourg|1435, boulevard Louis-XIV, Quebec (QC) G2L 1M4 |2015-03-09|2015-05-17|Samedi|13:00:00|17:00:00
H2015|Jeux interieurs|Jeux interieurs|Loisirs recreatifs|Loisirs Bourg-Royal inc. (Les)|Chalet Bourg-Royal|Chalet Bourg-Royal Grande salle|Arrondissement de Charlesbourg|1435, boulevard Louis-XIV, Quebec (QC) G2L 1M4 |2015-03-09|2015-05-17|Dimanche|13:00:00|17:00:00
P2015|Club de marche|Club de marche|Activites physiques|Loisirs de Saint-Rodrigue inc.|Centre recreatif St-Rodrigue|Centre recreatif St-Rodrigue (inactif)|Arrondissement de Charlesbourg|4840, avenue des Loisirs, Quebec (QC) G1H 3G5 |2015-04-13|2015-08-28|Jeudi|09:00:00|10:00:00
P2015|La Journee des moulins a Quebec|La Journee des moulins a Quebec|Loisirs recreatifs|Corporation du Moulin des Jesuites|Moulin des Jesuites|Moulin des Jesuites - Salle R.-C.|Arrondissement de Charlesbourg|7960, boulevard Henri-Bourassa, Quebec (QC) G1H 3G3 |2015-06-28|2015-06-28|Dimanche|10:30:00|15:00:00
E2015|Bureau d'accueil touristique|Bureau d'accueil touristique|Patrimoine|Corporation du Moulin des Jesuites|Moulin des Jesuites|Moulin des Jesuites - Salle R.-C.|Arrondissement de Charlesbourg|7960, boulevard Henri-Bourassa, Quebec (QC) G1H 3G3 |2015-06-24|2015-09-02|Lundi|10:00:00|17:00:00
E2015|Fonctionnement d'un four a pain exterieur|Fonctionnement d'un four a pain exterieur|Patrimoine|Corporation du Moulin des Jesuites|Moulin des Jesuites|Moulin des Jesuites - Salle R.-C.|Arrondissement de Charlesbourg|7960, boulevard Henri-Bourassa, Quebec (QC) G1H 3G3 |2015-06-27|2015-09-05|Samedi|11:00:00|14:30:00
P2015|Parcours de sauts a velo|Parcours de sauts a velo|Sports et de plein air|Loisirs Maria-Goretti inc. (Les)|Parc Maria-Goretti|Parc Maria-Goretti|Arrondissement de Charlesbourg|7475, avenue Paul-Comtois, Quebec (QC) G1H 5X6 |2015-05-01|2015-10-01|Mardi|18:00:00|22:00:00
P2015|Vollleyball de plage - pratique libre|Volleyball de plage - pratique libre|Sports et de plein air|Loisirs Maria-Goretti inc. (Les)|Parc Maria-Goretti|Parc Maria-Goretti|Arrondissement de Charlesbourg|7475, avenue Paul-Comtois, Quebec (QC) G1H 5X6 |2015-06-01|2015-10-04|Lundi|18:00:00|22:00:00
H2015|Atelier P.I.E.D. (Programme integre d'equilibre)|Atelier P.I.E.D. (Programme integre d'equilibre)|Loisirs recreatifs|Patro de Charlesbourg inc.|Patro de Charlesbourg|Patro de Charlesbourg|Arrondissement de Charlesbourg|7700, 3e Avenue Est, Quebec (QC) G1H 7J2 |2015-01-14|2015-03-24|Vendredi|10:00:00|11:30:00
P2015|Patinoire pour hockey bottine -pratique libre|Patinoire pour hockey bottine - pratique libre|Sports et de plein air|Loisirs Bourg-Royal inc. (Les)|Parc St-Viateur|Parc Saint-viateur|Arrondissement de Charlesbourg|705, rue Saint-Viateur, Quebec (QC) G2L 2R5 |2015-04-27|2015-08-30|Vendredi|18:00:00|22:00:00
P2015|Rampe de rouli-roulant - pratique libre|Rampe de rouli-roulant - pratique libre|Sports et de plein air|Loisirs Bourg-Royal inc. (Les)|Parc St-Viateur|Parc Saint-viateur|Arrondissement de Charlesbourg|705, rue Saint-Viateur, Quebec (QC) G2L 2R5 |2015-04-27|2015-08-30|Lundi|18:00:00|22:00:00
P2015|Rampe de rouli-roulant - pratique libre|Rampe de rouli-roulant - pratique libre|Sports et de plein air|Loisirs Bourg-Royal inc. (Les)|Parc St-Viateur|Parc Saint-viateur|Arrondissement de Charlesbourg|705, rue Saint-Viateur, Quebec (QC) G2L 2R5 |2015-04-27|2015-08-30|Dimanche|13:00:00|17:00:00
P2015|Hockey-balle (pratique libre)|Hockey-Balle (pratique libre)|Sports et de plein air|Loisirs Bourassa inc. (Les)|Parc de la Terrasse Bon-Air|Parc Terrasse Bon-Air|Arrondissement de Charlesbourg|1085, 60e Rue Est, Quebec (QC) G1H 2E3 |2015-05-04|2015-08-31|Mercredi|18:00:00|23:00:00
P2015|Hockey-balle (pratique libre)|Hockey-Balle (pratique libre)|Sports et de plein air|Loisirs Bourassa inc. (Les)|Parc de la Terrasse Bon-Air|Parc Terrasse Bon-Air|Arrondissement de Charlesbourg|1085, 60e Rue Est, Quebec (QC) G1H 2E3 |2015-05-04|2015-08-31|Vendredi|18:00:00|23:00:00
H2015|Musique - Instruments varies|Musique - Instruments varies|Arts de la scene|Loisirs Lebourgneuf inc.|Centre communautaire Lebourgneuf|Centre com. Lebourgneuf  \ studio musique A|Arrondissement des Rivieres|1650, boulevard La Morille, Quebec (QC) G2K 2L2 |2015-01-12|2015-05-16|Mardi|15:30:00|20:00:00
H2015|Musique - Instruments varies|Musique - Instruments varies|Arts de la scene|Loisirs Lebourgneuf inc.|Centre communautaire Lebourgneuf|Centre com. Lebourgneuf  \ studio musique C|Arrondissement des Rivieres|1650, boulevard La Morille, Quebec (QC) G2K 2L2 |2015-01-12|2015-05-16|Mardi|15:30:00|20:30:00
H2015|Musique - Instruments varies|Musique - Instruments varies|Arts de la scene|Loisirs Lebourgneuf inc.|Centre communautaire Lebourgneuf|Centre com. Lebourgneuf  \ studio musique B|Arrondissement des Rivieres|1650, boulevard La Morille, Quebec (QC) G2K 2L2 |2015-01-12|2015-05-16|Jeudi|15:30:00|20:00:00
H2015|Musique - Instruments varies|Musique - Instruments varies|Arts de la scene|Loisirs Lebourgneuf inc.|Centre communautaire Lebourgneuf|Centre com. Lebourgneuf  \ studio musique A|Arrondissement des Rivieres|1650, boulevard La Morille, Quebec (QC) G2K 2L2 |2015-01-12|2015-05-16|Vendredi|17:00:00|20:30:00
H2015|Activites libres - Badminton-basket-hockey-volley|Activites libres - Badminton-basket-hockey-volley|Sports et de plein air|Loisirs Lebourgneuf inc.|Centre communautaire Lebourgneuf|Centre com. Lebourgneuf \ Gymnase simple 1|Arrondissement des Rivieres|1650, boulevard La Morille, Quebec (QC) G2K 2L2 |2015-01-05|2015-06-28|Mardi|12:00:00|16:00:00
H2015|Activites libres - Badminton-basket-hockey-volley|Activites libres - Badminton-basket-hockey-volley|Sports et de plein air|Loisirs Lebourgneuf inc.|Centre communautaire Lebourgneuf|Centre com. Lebourgneuf \ Gymnase simple 1|Arrondissement des Rivieres|1650, boulevard La Morille, Quebec (QC) G2K 2L2 |2015-01-05|2015-06-28|Mercredi|12:00:00|16:00:00
H2015|Activites libres - Badminton-basket-hockey-volley|Activites libres - Badminton-basket-hockey-volley|Sports et de plein air|Loisirs Lebourgneuf inc.|Centre communautaire Lebourgneuf|Centre com. Lebourgneuf \ Gymnase simple 1|Arrondissement des Rivieres|1650, boulevard La Morille, Quebec (QC) G2K 2L2 |2015-01-05|2015-06-28|Samedi|13:00:00|16:00:00
P2015|Volley-ball - Groupe communautaire|Volley-ball|Sports et de plein air|Loisirs Lebourgneuf inc.|Centre communautaire Lebourgneuf|Centre com. Lebourgneuf \ Gymnase simple 2|Arrondissement des Rivieres|1650, boulevard La Morille, Quebec (QC) G2K 2L2 |2015-04-21|2015-05-26|Mardi|20:00:00|21:30:00
P2015|Groupe de marche|Groupe de marche|Activites physiques|Corporation de loisirs secteur N.D.L.|Centre communautaire Bon-Pasteur|CC Bon-Pateur Salle Centre|Arrondissement de Charlesbourg|425, rue du Bienheureux-Jean-XXIII, Quebec (QC) G2N 1V4 |2015-04-01|2015-12-31|Lundi|09:00:00|10:00:00
P2015|Groupe de marche|Groupe de marche|Activites physiques|Corporation de loisirs secteur N.D.L.|Centre communautaire Bon-Pasteur|CC Bon-Pateur Salle Centre|Arrondissement de Charlesbourg|425, rue du Bienheureux-Jean-XXIII, Quebec (QC) G2N 1V4 |2015-04-01|2015-12-31|Jeudi|09:00:00|10:00:00
P2015|Hockey interieur - Groupe communautaire|Hockey interieur - Groupe communautaire|Sports et de plein air|Loisirs et Sports Neufchatel inc.|Centre recreatif Apprenti-Sage|Centre recreatif Apprenti-Sage \ gymnase simple|Arrondissement des Rivieres|2200, rue Coursol, Quebec (QC) G2B 4Y4 |2015-05-01|2015-07-17|Vendredi|20:45:00|22:15:00
P2015|Hockey interieur - Groupe communautaire|Hockey interieur - Groupe communautaire|Sports et de plein air|Loisirs et Sports Neufchatel inc.|Centre recreatif Apprenti-Sage|Centre comm. C.-A.-Savard \ gymnase simple SS109-2-3-4|Arrondissement des Rivieres|2200, rue Coursol, Quebec (QC) G2B 4Y4 |2015-04-28|2015-07-14|Mardi|20:45:00|22:15:00
H2015|Hockey interieur - Groupe communautaire|Hockey interieur - Groupe communautaire|Sports et de plein air|Loisirs et Sports Neufchatel inc.|Centre recreatif Apprenti-Sage|Centre recreatif Apprenti-Sage \ gymnase simple|Arrondissement des Rivieres|2200, rue Coursol, Quebec (QC) G2B 4Y4 |2015-01-11|2015-03-29|Dimanche|16:00:00|17:30:00
H2015|Hockey interieur - Groupe communautaire|Hockey interieur - Groupe communautaire|Sports et de plein air|Loisirs et Sports Neufchatel inc.|Centre recreatif Apprenti-Sage|Centre recreatif Apprenti-Sage \ gymnase simple|Arrondissement des Rivieres|2200, rue Coursol, Quebec (QC) G2B 4Y4 |2015-01-18|2015-04-05|Dimanche|20:30:00|22:30:00
H2015|Hockey interieur - Groupe communautaire|Hockey interieur - Groupe communautaire|Sports et de plein air|Loisirs et Sports Neufchatel inc.|Centre recreatif Apprenti-Sage|Centre recreatif Apprenti-Sage \ gymnase simple|Arrondissement des Rivieres|2200, rue Coursol, Quebec (QC) G2B 4Y4 |2015-01-07|2015-04-22|Mercredi|20:30:00|22:30:00
H2015|Badminton - Groupe communautaire|Badminton - Groupe communautaire|Sports et de plein air|Loisirs et Sports Neufchatel inc.|Centre recreatif Apprenti-Sage|Centre recreatif Apprenti-Sage \ gymnase simple|Arrondissement des Rivieres|2200, rue Coursol, Quebec (QC) G2B 4Y4 |2015-01-08|2015-04-23|Jeudi|20:15:00|22:15:00
P2015|Basketball|Basketball|Sports et de plein air|Loisirs Du Jardin inc.|Parc St-Pierre|Parc Saint-Pierre|Arrondissement de Charlesbourg|5295, rue des Violettes, Quebec (QC) G1G 5L5 |2015-05-01|2015-08-31|Vendredi|16:00:00|23:00:00
P2015|Petanque|Petanque|Loisirs recreatifs|Loisirs Du Jardin inc.|Parc St-Pierre|Parc Saint-Pierre|Arrondissement de Charlesbourg|5295, rue des Violettes, Quebec (QC) G1G 5L5 |2015-05-01|2015-08-31|Mercredi|16:00:00|23:00:00
P2015|Petanque|Petanque|Loisirs recreatifs|Loisirs Du Jardin inc.|Parc St-Pierre|Parc Saint-Pierre|Arrondissement de Charlesbourg|5295, rue des Violettes, Quebec (QC) G1G 5L5 |2015-05-01|2015-08-31|Samedi|10:00:00|23:00:00
H2015|Alphabetisation|Alphabetisation|Programme d'aide|Maree des mots (La)|Centre de loisirs Pavillon Royal|Centre de loisirs Pavillon Royal salle de reunion|Arrondissement de Beauport|3365, chemin Royal, Quebec (QC) G1E 1W1 |2015-01-12|2015-06-19|Lundi|09:00:00|16:00:00
H2015|Billard libre|Billard libre|Loisirs recreatifs|Club FADOQ Bonne-Entente inc.|Centre de loisirs Saint-Benoit|Salle RC03-01|Arrondissement Sainte-Foy-Sillery-Cap-Rouge|909, boulevard Pie-XII, Quebec (QC) G1X 3T4 |2015-01-12|2015-04-27|Mardi|13:00:00|16:30:00
H2015|Activites variees|Club de l'age d'or - Activites variees|Loisirs recreatifs|F.A.D.O.Q. Vanier inc.|Centre communautaire Fernand-Dufour|Centre com. Fernand-Dufour \ salle Age d'or RC10|Arrondissement des Rivieres|222, avenue Ducharme, Quebec (QC) G1M 2H3 |2015-01-02|2015-06-15|Mercredi|08:00:00|23:00:00
H2015|Activites variees|Club de l'age d'or - Activites variees|Loisirs recreatifs|F.A.D.O.Q. Vanier inc.|Centre communautaire Fernand-Dufour|Centre com. Fernand-Dufour \ salle Age d'or RC10|Arrondissement des Rivieres|222, avenue Ducharme, Quebec (QC) G1M 2H3 |2015-01-02|2015-06-15|Vendredi|08:00:00|23:00:00
H2015|Activites variees|Club de l'age d'or - Activites variees|Loisirs recreatifs|F.A.D.O.Q. Vanier inc.|Centre communautaire Fernand-Dufour|Centre com. Fernand-Dufour \ salle Age d'or RC10|Arrondissement des Rivieres|222, avenue Ducharme, Quebec (QC) G1M 2H3 |2015-01-02|2015-06-15|Samedi|08:00:00|23:00:00
H2015|Artisanat - Tissage - Tricot - Vitrail fusion|Artisanat - Tissage - Tricot|Artisanat|Cercle de Fermieres de Vanier (Le)|Centre communautaire Fernand-Dufour|Centre com. Fernand-Dufour \ salle des Fermieres RC19A - cours|Arrondissement des Rivieres|222, avenue Ducharme, Quebec (QC) G1M 2H3 |2015-01-13|2015-06-19|Jeudi|13:00:00|21:00:00
H2015|Bains libres - longueurs|Bains libres|Activites aquatiques|DCLVC de Beauport|Ecole secondaire de la Seigneurie|Piscine Seigneurie|Arrondissement de Beauport|645, avenue du Cenacle, Quebec (QC) G1E 1B3 |2015-01-03|2015-06-11|Vendredi|20:00:00|20:55:00
H2015|Bains libres - tous|Bains libres|Activites aquatiques|DCLVC de Beauport|Ecole secondaire de la Seigneurie|Piscine Seigneurie|Arrondissement de Beauport|645, avenue du Cenacle, Quebec (QC) G1E 1B3 |2015-01-03|2015-06-11|Dimanche|18:00:00|18:55:00
H2015|Jeux de Palets|Jeux de palets|Loisirs recreatifs|Centre communautaire Jean-Guy Drolet|Centre communautaire Jean-Guy Drolet|C. c. Jean-Guy Drolet salle communautaire AB|Arrondissement de La Cite-Limoilou|16, rue Royal-Roussillon, Quebec (QC) G1L 2J7 |2015-01-05|2015-05-11|Lundi|13:00:00|16:00:00
P2015|Vie Active|Vie Active|Activites physiques|Centre communautaire Jean-Guy Drolet|Centre communautaire Jean-Guy Drolet|C. c. Jean-guy Drolet Salle Nord 2e etage|Arrondissement de La Cite-Limoilou|16, rue Royal-Roussillon, Quebec (QC) G1L 2J7 |2015-04-07|2015-06-09|Mardi|10:00:00|11:00:00
H2015|Bain libre - Pour tous - Semaine de relache|Bain libre - Pour tous - Semaine de relache|Activites aquatiques|DCLVC de La Cite-Limoilou|Centre communautaire Ferland|C. c. Ferland piscine interieure|Arrondissement de La Cite-Limoilou|1600, 8e Avenue, Quebec (QC) G1J 3N5 |2015-03-02|2015-03-06|Lundi|15:30:00|16:55:00
H2015|Bain libre - Pour tous|Bain libre - Pour tous|Activites aquatiques|DCLVC de La Cite-Limoilou|Centre communautaire Ferland|C. c. Ferland piscine interieure|Arrondissement de La Cite-Limoilou|1600, 8e Avenue, Quebec (QC) G1J 3N5 |2015-01-03|2015-06-19|Vendredi|19:00:00|20:20:00
H2015|Bain libre - Pour tous|Bain libre - Pour tous|Activites aquatiques|DCLVC de La Cite-Limoilou|Centre communautaire Ferland|C. c. Ferland piscine interieure|Arrondissement de La Cite-Limoilou|1600, 8e Avenue, Quebec (QC) G1J 3N5 |2015-01-03|2015-06-19|Dimanche|14:00:00|15:25:00
H2015|Bain libre - Pour adultes|Bain libre - Pour adultes|Activites aquatiques|DCLVC de La Cite-Limoilou|Centre communautaire Ferland|C. c. Ferland piscine interieure|Arrondissement de La Cite-Limoilou|1600, 8e Avenue, Quebec (QC) G1J 3N5 |2015-01-03|2015-06-21|Mercredi|20:30:00|21:55:00
P2015|Kobudo|Kobudo|Sports de combat|Club de judo et aikibudo de Charlesbourg|Arpidrome de Charlesbourg|Salle de judo Arpidrome de Charlesbourg|Arrondissement de Charlesbourg|750, rue de la Sorbonne, C.P. 700 Quebec (QC) G1H 1H1 |2015-04-07|2015-06-25|Mardi|19:00:00|21:00:00
P2015|Kobudo|Kobudo|Sports de combat|Club de judo et aikibudo de Charlesbourg|Arpidrome de Charlesbourg|Salle de judo Arpidrome de Charlesbourg|Arrondissement de Charlesbourg|750, rue de la Sorbonne, C.P. 700 Quebec (QC) G1H 1H1 |2015-04-07|2015-06-25|Samedi|12:30:00|14:30:00
E2015|Tournoi soccer-Festival Tanguay|Evenement special|Evenement special|Club de soccer des Rivieres de Quebec|Complexe de soccer Chauveau|Parc Chauveau \ terrain soccer senior (Sud)|Arrondissement des Rivieres|7200, boulevard de l'Ormiere, Quebec (QC) G2C 1C1 |2015-07-31|2015-08-02|Samedi|08:00:00|19:00:00
E2015|Tournoi soccer-Festival Tanguay|Evenement special|Evenement special|Club de soccer des Rivieres de Quebec|Complexe de soccer Chauveau|Parc-ecole Lebourgneuf \ terrain de soccer senior|Arrondissement des Rivieres|7200, boulevard de l'Ormiere, Quebec (QC) G2C 1C1 |2015-07-31|2015-08-02|Samedi|08:00:00|19:00:00
E2015|Tournoi soccer-Festival Tanguay|Evenement special|Evenement special|Club de soccer des Rivieres de Quebec|Complexe de soccer Chauveau|Parc des Brumes \ terrain de soccer junior|Arrondissement des Rivieres|7200, boulevard de l'Ormiere, Quebec (QC) G2C 1C1 |2015-07-31|2015-08-02|Dimanche|08:00:00|17:00:00
E2015|Tournoi soccer-Festival Tanguay|Evenement special|Evenement special|Club de soccer des Rivieres de Quebec|Complexe de soccer Chauveau|Parc Chauveau \ terrain soccer junior (nord)|Arrondissement des Rivieres|7200, boulevard de l'Ormiere, Quebec (QC) G2C 1C1 |2015-07-31|2015-08-02|Dimanche|08:00:00|17:00:00
E2015|Tournoi soccer-Festival Tanguay|Evenement special|Evenement special|Club de soccer des Rivieres de Quebec|Complexe de soccer Chauveau|Parc Prevert \ terrain de soccer junior Nord|Arrondissement des Rivieres|7200, boulevard de l'Ormiere, Quebec (QC) G2C 1C1 |2015-07-31|2015-08-02|Dimanche|08:00:00|17:00:00
E2015|Tournoi soccer-Festival Tanguay|Evenement special|Evenement special|Club de soccer des Rivieres de Quebec|Complexe de soccer Chauveau|Parc Prevert \ terrain de soccer senior Est|Arrondissement des Rivieres|7200, boulevard de l'Ormiere, Quebec (QC) G2C 1C1 |2015-07-31|2015-08-02|Vendredi|13:00:00|19:00:00
H2015|Bains libres - longueurs|Bains libres|Activites aquatiques|DCLVC de Beauport|Ecole secondaire de la Seigneurie|Piscine Seigneurie|Arrondissement de Beauport|645, avenue du Cenacle, Quebec (QC) G1E 1B3 |2015-01-03|2015-06-11|Lundi|20:30:00|21:55:00
