qCODE_SESSION|DESCRIPTION|DESCRIPTION_ACT|DESCRIPTION_NAT|NOM_COUR|LIEU_1|LIEU_2|ARRONDISSEMENT|ADRESSE|DATE_DEB|DATE_FIN|JOUR_SEMAINE|HEURE_DEBUT|HEURE_FIN
H2015|Comptabilite informatisee|Comptabilite informatisee|Loisir educatif|Centre R.I.R.E. 2000|Complexe Place Jacques-Cartier|CP Jacques-Cartier salle 01|Arrondissement de La Cite-Limoilou|SS-066-320, rue Saint-Joseph Est Est, Quebec (QC) G1K 8G5 |2015-03-02|2015-03-27|Vendredi|08:45:00|16:00:00
P2015|Bureautique II|Informatique|Loisir educatif|Centre R.I.R.E. 2000|Complexe Place Jacques-Cartier|CP Jacques-Cartier salle 01|Arrondissement de La Cite-Limoilou|SS-066-320, rue Saint-Joseph Est Est, Quebec (QC) G1K 8G5 |2015-05-19|2015-06-12|Mercredi|08:45:00|16:00:00
P2015|Sites Web et medias sociaux en entreprise|Informatique|Loisir educatif|Centre R.I.R.E. 2000|Complexe Place Jacques-Cartier|CP Jacques-Cartier salle 01|Arrondissement de La Cite-Limoilou|SS-066-320, rue Saint-Joseph Est Est, Quebec (QC) G1K 8G5 |2015-04-07|2015-05-01|Jeudi|08:45:00|16:00:00
P2015|Sites Web et medias sociaux en entreprise|Informatique|Loisir educatif|Centre R.I.R.E. 2000|Complexe Place Jacques-Cartier|CP Jacques-Cartier salle 01|Arrondissement de La Cite-Limoilou|SS-066-320, rue Saint-Joseph Est Est, Quebec (QC) G1K 8G5 |2015-04-07|2015-05-01|Mardi|08:45:00|16:00:00
P2015|Bain libre - Piscine de l'edifice Denis-Giguere|Bain libre - Piscine de l'edifice Denis-Giguere||DCLVC de La Haute-Saint-Charles|Edifice Denis-Giguere|Centre communautaire de l'edifice Denis-Giguere - Piscine|Arrondissement de La Haute-Saint-Charles|305, rue Racine, Quebec (QC) G2B 1E7 |2015-04-03|2015-06-19|Mercredi|19:45:00|20:55:00
P2015|Bain libre - Piscine de l'edifice Denis-Giguere|Bain libre - Piscine de l'edifice Denis-Giguere||DCLVC de La Haute-Saint-Charles|Edifice Denis-Giguere|Centre communautaire de l'edifice Denis-Giguere - Piscine|Arrondissement de La Haute-Saint-Charles|305, rue Racine, Quebec (QC) G2B 1E7 |2015-04-03|2015-06-19|Dimanche|14:05:00|15:40:00
E2015|Bureautique I et  II|Informatique|Loisir educatif|Centre R.I.R.E. 2000|Complexe Place Jacques-Cartier|CP Jacques-Cartier salle 01|Arrondissement de La Cite-Limoilou|SS-066-320, rue Saint-Joseph Est Est, Quebec (QC) G1K 8G5 |2015-07-06|2015-08-28|Mardi|08:45:00|16:00:00
P2015|Basketball|Basketball|Sports et de plein air|Loisirs Du Jardin inc.|Parc Chabot|Parc Chabot|Arrondissement de Charlesbourg|1641, Avenue de Colmar, Quebec (QC) G1G 2C3 |2015-05-01|2015-08-31|Lundi|16:00:00|23:00:00
P2015|Basketball|Basketball|Sports et de plein air|Loisirs Du Jardin inc.|Parc Chabot|Parc Chabot|Arrondissement de Charlesbourg|1641, Avenue de Colmar, Quebec (QC) G1G 2C3 |2015-05-01|2015-08-31|Mercredi|16:00:00|23:00:00
P2015|Volleyball de plage - pratique libre|Volleyball de plage - pratique libre|Sports et de plein air|Loisirs Bourassa inc. (Les)|Parc St-Jerome|Parc St-Jerome|Arrondissement de Charlesbourg|585, 64e Rue Est, Quebec (QC) G1H 1Y1 |2015-06-15|2015-08-30|Vendredi|18:00:00|23:00:00
E2015|Bain libre - Piscine de l'edifice Denis-Giguere|Bain libre - Piscine de l'edifice Denis-Giguere||DCLVC de La Haute-Saint-Charles|Piscine de l'edifice Denis-Giguere|Centre communautaire de l'edifice Denis-Giguere - Piscine|Arrondissement de La Haute-Saint-Charles|305, rue Racine, Quebec (QC) G2B 1E7 |2015-06-25|2015-08-13|Lundi|15:30:00|16:10:00
P2015|Maison des jeunes Neufchatel|Maison des jeunes Neufchatel|Loisirs jeunesse|Maison des jeunes de St-Andre de Neufchatel (La)|Pavillon de service Saint-Andre|Pav. de service Saint-Andre \ salle rez-de-chaussee|Arrondissement des Rivieres|2125, boulevard Bastien, Quebec (QC) G2B 1B8 |2015-04-01|2015-06-30|Samedi|17:00:00|23:00:00
H2015|Communication interpersonnelle|Communication interpersonnelle|Loisir educatif|Centre Social de la Croix Blanche|Centre social Croix blanche|Centre Social Croix Blanche salle 1|Arrondissement de La Cite-Limoilou|960, avenue Dessane, Quebec (QC) G1S 3J9 |2015-01-21|2015-04-08|Mercredi|14:00:00|16:00:00
H2015|Volley-ball / pratique organisee|Volleyball - Reservation saisonniere|Sports et de plein air|Loisirs Montcalm inc (Les)|Ecole Joseph-Francois-Perrault|Ecole Joseph-Francois-Perrault gymnase|Arrondissement de La Cite-Limoilou|140, chemin Sainte-Foy, Quebec (QC) G1R 1T2 |2015-01-12|2015-04-27|Lundi|18:00:00|19:30:00
E2015|Evenement special - Festi-Parc|Evenement special|Evenement special|Loisirs et Sports Neufchatel inc.|Centre communautaire Charles-Auguste-Savard|Parc St-Andre \ tennis 1-2|Arrondissement des Rivieres|2155, boulevard Bastien, Quebec (QC) G2B 1B8 |2015-08-13|2015-08-16|Vendredi|18:00:00|23:59:00
E2015|Evenement special - Festi-Parc|Evenement special|Evenement special|Loisirs et Sports Neufchatel inc.|Centre communautaire Charles-Auguste-Savard|Centre comm. C.-A.-Savard \ p. salle SS-104-1|Arrondissement des Rivieres|2155, boulevard Bastien, Quebec (QC) G2B 1B8 |2015-08-13|2015-08-16|Jeudi|18:00:00|23:59:00
E2015|Evenement special - Festi-Parc|Evenement special|Evenement special|Loisirs et Sports Neufchatel inc.|Centre communautaire Charles-Auguste-Savard|Parc Saint-Andre \ terrain de balle - Savard|Arrondissement des Rivieres|2155, boulevard Bastien, Quebec (QC) G2B 1B8 |2015-08-13|2015-08-16|Jeudi|18:00:00|23:59:00
E2015|Evenement special - Festi-Parc|Evenement special|Evenement special|Loisirs et Sports Neufchatel inc.|Centre communautaire Charles-Auguste-Savard|Centre comm. C.-A.-Savard \ p. salle SS-102-1|Arrondissement des Rivieres|2155, boulevard Bastien, Quebec (QC) G2B 1B8 |2015-08-13|2015-08-16|Vendredi|18:00:00|23:59:00
E2015|Evenement special - Festi-Parc|Evenement special|Evenement special|Loisirs et Sports Neufchatel inc.|Centre communautaire Charles-Auguste-Savard|Parc St-Andre \ tennis 1-2|Arrondissement des Rivieres|2155, boulevard Bastien, Quebec (QC) G2B 1B8 |2015-08-13|2015-08-16|Jeudi|18:00:00|23:59:00
E2015|Evenement special - Festi-Parc|Evenement special|Evenement special|Loisirs et Sports Neufchatel inc.|Centre communautaire Charles-Auguste-Savard|Parc Saint-Andre \ patinoire exterieure 4 saisons|Arrondissement des Rivieres|2155, boulevard Bastien, Quebec (QC) G2B 1B8 |2015-08-13|2015-08-16|Vendredi|18:00:00|23:59:00
P2015|Badminton - Groupe communautaire|Badminton - Groupe communautaire|Sports et de plein air|Loisirs et Sports Neufchatel inc.|Centre communautaire Charles-Auguste-Savard|Centre comm. C.-A.-Savard \ gymnase simple SS109-2-3-4|Arrondissement des Rivieres|2155, boulevard Bastien, Quebec (QC) G2B 1B8 |2015-05-03|2015-07-19|Dimanche|19:00:00|20:30:00
H2015|Hockey interieur - Groupe communautaire|Hockey interieur - Groupe communautaire|Sports et de plein air|Loisirs et Sports Neufchatel inc.|Centre communautaire Charles-Auguste-Savard|Centre comm. C.-A.-Savard \ gymnase simple SS109-2-3-4|Arrondissement des Rivieres|2155, boulevard Bastien, Quebec (QC) G2B 1B8 |2015-01-16|2015-04-24|Vendredi|21:45:00|22:45:00
H2015|Badminton - Groupe communautaire|Badminton - Groupe communautaire|Sports et de plein air|Loisirs et Sports Neufchatel inc.|Centre communautaire Charles-Auguste-Savard|Centre comm. C.-A.-Savard \ gymnase simple SS109-2-3-4|Arrondissement des Rivieres|2155, boulevard Bastien, Quebec (QC) G2B 1B8 |2015-01-11|2015-04-26|Dimanche|19:00:00|20:30:00
P2015|Patinage a roues alignees|Patinage a roues alignees|Sports et de plein air|Loisirs Du Plateau de Charlesbourg inc.|Parc Maurice-Dorion|Parc Maurice-Dorion|Arrondissement de Charlesbourg|8815, avenue Jean-Paquin, Quebec (QC) G1G 4W7 |2015-05-04|2015-11-06|Jeudi|08:00:00|22:00:00
P2015|Patinage a roues alignees|Patinage a roues alignees|Sports et de plein air|Loisirs Du Plateau de Charlesbourg inc.|Parc Maurice-Dorion|Parc Maurice-Dorion|Arrondissement de Charlesbourg|8815, avenue Jean-Paquin, Quebec (QC) G1G 4W7 |2015-05-04|2015-11-06|Vendredi|08:00:00|22:00:00
P2015|Petanque|Petanque|Loisirs recreatifs|Corporation des loisirs Saint-Louis-de-France inc.|Parc Saint-Louis de France|Petanque Saint-Louis-de-France|Arrondissement Sainte-Foy-Sillery-Cap-Rouge|1560, route de l'Eglise, Quebec (QC) G1W 3P5 |2015-05-25|2015-08-26|Mardi|19:00:00|22:00:00
H2015|Patinage libre prescolaire et aine|Patinage libre|Sports de glace|DCLVC de Beauport|Arena Gilles-Tremblay|Arena Gilles-Tremblay patinoire avec glace|Arrondissement de Beauport|1011, avenue Larue, Quebec (QC) G1C 1J5 |2015-01-03|2015-03-25|Vendredi|13:00:00|14:20:00
H2015|Meditation (cercle de)|Meditation (cercle)|Mieux-etre|Centre de yoga de Sainte-Foy inc.|Centre de yoga|Salle A Centre de yoga|Arrondissement Sainte-Foy-Sillery-Cap-Rouge|844, rue Paradis, Quebec (QC) G1V 4J5 |2015-01-22|2015-04-11|Jeudi|19:30:00|20:30:00
P2015|Petanque|Petanque|Loisirs recreatifs|Loisirs Du Jardin inc.|Parc Lyonnais|Parc Lyonnais|Arrondissement de Charlesbourg|1158, rue du Lyonnais, Quebec (QC) G1G 2G2 |2015-05-01|2015-08-31|Mercredi|16:00:00|23:00:00
H2015|Evenement special - Maitres-nageurs|Evenement special - Maitres-nageurs|Evenement special|Club des Maitres Nageurs de Quebec (Le)|Centre Wilbrod-Bherer|Centre Wilbrod-Bherer  Lucien Flamand piscine int.|Arrondissement de La Cite-Limoilou|7, rue Robert-Rumilly, Quebec (QC) G1K 2K5 |2015-02-07|2015-02-08|Dimanche|07:00:00|14:00:00
H2015|Eveil musical parent-enfant|Eveil musical|Arts de la scene|Jeunes musiciens du monde|Patro Laval|Patro Laval|Arrondissement de La Cite-Limoilou|145, rue Bigaouette, Quebec (QC) G1K 4L3 |2015-01-21|2015-05-27|Mercredi|09:30:00|10:30:00
H2015|Eveil musical parent-enfant|Eveil musical|Arts de la scene|Jeunes musiciens du monde|Patro Laval|Patro Laval|Arrondissement de La Cite-Limoilou|145, rue Bigaouette, Quebec (QC) G1K 4L3 |2015-01-21|2015-05-27|Mercredi|10:30:00|11:30:00
P2015|Collectifs|Collectifs|Exposition|Societe artistique de Charlesbourg S.A.C.|Galerie d'art Magella-Paradis|Maison Pierre-Lefevbre - Etage|Arrondissement de Charlesbourg|7970, Le Trait-Carre Ouest, Quebec (QC) G1H 4P4 |2015-04-12|2015-05-24|Samedi|13:00:00|17:00:00
P2015|Galerie d'art Magella-Paradis « Revons d'ete »|Galerie d'art Magella-Paradis « Revons d'ete »|Exposition|Societe artistique de Charlesbourg S.A.C.|Galerie d'art Magella-Paradis|Maison Pierre-Lefebvre Salle R.C.|Arrondissement de Charlesbourg|7970, Le Trait-Carre Ouest, Quebec (QC) G1H 4P4 |2015-06-24|2015-08-19|Vendredi|10:30:00|17:30:00
P2015|Galerie d'art Magella-Paradis « Revons d'ete »|Galerie d'art Magella-Paradis « Revons d'ete »|Exposition|Societe artistique de Charlesbourg S.A.C.|Galerie d'art Magella-Paradis|Maison Pierre-Lefebvre Salle R.C.|Arrondissement de Charlesbourg|7970, Le Trait-Carre Ouest, Quebec (QC) G1H 4P4 |2015-06-24|2015-08-19|Dimanche|10:30:00|17:30:00
H2015|Musique - Instruments varies|Musique - Instruments varies|Arts de la scene|Loisirs Lebourgneuf inc.|Centre communautaire Lebourgneuf|Centre com. Lebourgneuf  \ studio musique B|Arrondissement des Rivieres|1650, boulevard La Morille, Quebec (QC) G2K 2L2 |2015-01-12|2015-05-16|Vendredi|17:00:00|20:30:00
H2015|Rencontre - Repit jeunes mamans|Rencontre - Repit jeunes mamans|Loisir educatif|Loisirs Lebourgneuf inc.|Centre communautaire Lebourgneuf|Centre com. Lebourgneuf \ salle multifonctionnelle|Arrondissement des Rivieres|1650, boulevard La Morille, Quebec (QC) G2K 2L2 |2015-01-14|2015-04-22|Mercredi|09:30:00|11:00:00
H2015|Marche - Club|Marche - Club|Activites physiques|Loisirs Lebourgneuf inc.|Centre communautaire Lebourgneuf|Centre com. Lebourgneuf  \ Entree|Arrondissement des Rivieres|1650, boulevard La Morille, Quebec (QC) G2K 2L2 |2015-01-13|2015-04-09|Mardi|13:00:00|14:30:00
H2015|Handball - Groupe communautaire|Handball|Sports et de plein air|Loisirs Lebourgneuf inc.|Centre communautaire Lebourgneuf|Centre com. Lebourgneuf / Gymnase double|Arrondissement des Rivieres|1650, boulevard La Morille, Quebec (QC) G2K 2L2 |2015-01-13|2015-03-31|Mardi|20:00:00|21:30:00
H2015|Volley-ball - Pratique organisee|Volley-ball - Pratique organisee|Sports et de plein air|Loisirs Duberger-Les Saules inc.|Ecole primaire Du Domaine|Ecole primaire Du Domaine \ gymnase simple|Arrondissement des Rivieres|1630, rue des Balsamines, Quebec (QC) G1M 2K9 |2015-01-14|2015-04-29|Mercredi|19:45:00|22:15:00
H2015|Jeux interieurs|Jeux interieurs|Loisirs recreatifs|Loisirs Bourg-Royal inc. (Les)|Chalet Bourg-Royal|Chalet Bourg-Royal Grande salle|Arrondissement de Charlesbourg|1435, boulevard Louis-XIV, Quebec (QC) G2L 1M4 |2015-03-09|2015-05-17|Jeudi|18:00:00|20:00:00
E2015|Bureau d'accueil touristique|Bureau d'accueil touristique|Patrimoine|Corporation du Moulin des Jesuites|Moulin des Jesuites|Moulin des Jesuites - Salle R.-C.|Arrondissement de Charlesbourg|7960, boulevard Henri-Bourassa, Quebec (QC) G1H 3G3 |2015-06-24|2015-09-02|Mardi|10:00:00|17:00:00
P2015|Club de marche|Club de marche|Sports et de plein air|Patro de Charlesbourg inc.|Patro de Charlesbourg|Patro de Charlesbourg|Arrondissement de Charlesbourg|7700, 3e Avenue Est, Quebec (QC) G1H 7J2 |2015-04-03|2015-06-19|Mercredi|18:30:00|20:00:00
P2015|Rampe de rouli-roulant - pratique libre|Rampe de rouli-roulant - pratique libre|Sports et de plein air|Loisirs Bourg-Royal inc. (Les)|Parc St-Viateur|Parc Saint-viateur|Arrondissement de Charlesbourg|705, rue Saint-Viateur, Quebec (QC) G2L 2R5 |2015-04-27|2015-08-30|Mardi|18:00:00|22:00:00
P2015|Volleyball de plage|Volleyball de plage|Activites Physiques|Loisirs Bourg-Royal inc. (Les)|Parc St-Viateur|Parc Saint-viateur|Arrondissement de Charlesbourg|705, rue Saint-Viateur, Quebec (QC) G2L 2R5 |2015-04-27|2015-08-30|Mercredi|18:00:00|22:00:00
P2015|Volleyball de plage|Volleyball de plage|Activites Physiques|Loisirs Bourg-Royal inc. (Les)|Parc St-Viateur|Parc Saint-viateur|Arrondissement de Charlesbourg|705, rue Saint-Viateur, Quebec (QC) G2L 2R5 |2015-04-27|2015-08-30|Vendredi|18:00:00|22:00:00
P2015|Volleyball de plage|Volleyball de plage|Activites Physiques|Loisirs Bourg-Royal inc. (Les)|Parc St-Viateur|Parc Saint-viateur|Arrondissement de Charlesbourg|705, rue Saint-Viateur, Quebec (QC) G2L 2R5 |2015-04-27|2015-08-30|Samedi|13:00:00|17:00:00
P2015|Rampe rouli-roulant - pratique libre|Parc de rouli-roulant - pratique libre|Sports et de plein air|Loisirs Bourassa inc. (Les)|Parc de la Terrasse Bon-Air|Parc Terrasse Bon-Air|Arrondissement de Charlesbourg|1085, 60e Rue Est, Quebec (QC) G1H 2E3 |2015-05-04|2015-08-31|Mardi|16:00:00|22:00:00
P2015|Basketball|Basketball|Sports et de plein air|Loisirs Du Jardin inc.|Parc St-Pierre|Parc Saint-Pierre|Arrondissement de Charlesbourg|5295, rue des Violettes, Quebec (QC) G1G 5L5 |2015-05-01|2015-08-31|Mardi|16:00:00|23:00:00
P2015|Petanque|Petanque|Loisirs recreatifs|Loisirs Du Jardin inc.|Parc St-Pierre|Parc Saint-Pierre|Arrondissement de Charlesbourg|5295, rue des Violettes, Quebec (QC) G1G 5L5 |2015-05-01|2015-08-31|Lundi|16:00:00|23:00:00
P2015|Petanque|Petanque|Loisirs recreatifs|Loisirs Du Jardin inc.|Parc St-Pierre|Parc Saint-Pierre|Arrondissement de Charlesbourg|5295, rue des Violettes, Quebec (QC) G1G 5L5 |2015-05-01|2015-08-31|Vendredi|16:00:00|23:00:00
P2015|Rampes de rouli-roulant « skate parc »|Rampes de rouli-roulant|Sports et de plein air|Loisirs Du Jardin inc.|Parc St-Pierre|Parc Saint-Pierre|Arrondissement de Charlesbourg|5295, rue des Violettes, Quebec (QC) G1G 5L5 |2015-05-01|2015-08-31|Jeudi|16:00:00|23:00:00
H2015|Adolescents(es)|Adolescents(es)|Loisirs jeunesse|Maison des jeunes de Beauport Ouest|Parc La Ribambelle|Grande salle centre  La Ribambelle|Arrondissement de Beauport|333, rue Perroteau, Quebec (QC) G1C 5Z4 |2015-01-05|2015-06-20|Vendredi|18:00:00|23:00:00
H2015|Centre de jour Feu Vert|Centre de jour Feu Vert|Loisirs recreatifs|Centre de jour Feu Vert inc. (secteur Beauport)|Centre de loisirs La Sabliere|La Sabliere petite salle­|Arrondissement de Beauport|156, rue Bertrand, Quebec (QC) G1B 1H7 |2015-01-06|2015-06-26|Vendredi|08:30:00|15:30:00
P2015|Chant choral - Journee portes ouvertes|Chant choral - Journee portes ouvertes|Arts de la scene|Petits chanteurs de Charlesbourg (Les)|Ecole Saint-Jean-Eudes|Externat St-Jean-Eudes - Salle de musique|Arrondissement de Charlesbourg|650, avenue du Bourg-Royal, Quebec (QC) G2L 1M8 |2015-05-02|2015-05-02|Samedi|09:00:00|15:00:00
P2015|Basketball|Basketball|Sports et de plein air|Loisirs et Sports Neufchatel inc.|Centre recreatif Apprenti-Sage|Centre recreatif Apprenti-Sage \ gymnase simple|Arrondissement des Rivieres|2200, rue Coursol, Quebec (QC) G2B 4Y4 |2015-04-26|2015-05-24|Dimanche|08:45:00|10:00:00
P2015|Hockey interieur - Groupe communautaire|Hockey interieur - Groupe communautaire|Sports et de plein air|Loisirs et Sports Neufchatel inc.|Centre recreatif Apprenti-Sage|Centre recreatif Apprenti-Sage \ gymnase simple|Arrondissement des Rivieres|2200, rue Coursol, Quebec (QC) G2B 4Y4 |2015-05-02|2015-07-18|Samedi|10:30:00|12:30:00
P2015|Hockey interieur - Groupe communautaire|Hockey interieur - Groupe communautaire|Sports et de plein air|Loisirs et Sports Neufchatel inc.|Centre recreatif Apprenti-Sage|Centre comm. C.-A.-Savard \ gymnase simple SS109-2-3-4|Arrondissement des Rivieres|2200, rue Coursol, Quebec (QC) G2B 4Y4 |2015-04-27|2015-07-13|Lundi|18:30:00|19:45:00
H2015|Hockey interieur - Groupe communautaire|Hockey interieur - Groupe communautaire|Sports et de plein air|Loisirs et Sports Neufchatel inc.|Centre recreatif Apprenti-Sage|Centre recreatif Apprenti-Sage \ gymnase simple|Arrondissement des Rivieres|2200, rue Coursol, Quebec (QC) G2B 4Y4 |2015-01-17|2015-05-02|Samedi|10:30:00|12:30:00
H2015|Hockey interieur - Groupe communautaire|Hockey interieur - Groupe communautaire|Sports et de plein air|Loisirs et Sports Neufchatel inc.|Centre recreatif Apprenti-Sage|Centre recreatif Apprenti-Sage \ gymnase simple|Arrondissement des Rivieres|2200, rue Coursol, Quebec (QC) G2B 4Y4 |2015-01-11|2015-04-26|Dimanche|19:00:00|20:30:00
H2015|Badminton - Groupe communautaire|Badminton - Groupe communautaire|Sports et de plein air|Loisirs et Sports Neufchatel inc.|Centre recreatif Apprenti-Sage|Centre recreatif Apprenti-Sage \ gymnase simple|Arrondissement des Rivieres|2200, rue Coursol, Quebec (QC) G2B 4Y4 |2015-01-06|2015-04-21|Mardi|18:15:00|19:15:00
H2015|Madame prend conge|Madame prend conge|Loisirs recreatifs|Le Pivot inc.|Centre communuataire des Chutes|Centre communautaire des Chutes gymnase|Arrondissement de Beauport|4551, boulevard Sainte-Anne, Quebec (QC) G1C 2H8 |2015-01-19|2015-05-04|Lundi|13:00:00|16:00:00
H2015|Club FADOQ. Bonne-Entente inc.|Club FADOQ. Bonne-Entente, inc.|Loisirs recreatifs|Club FADOQ Bonne-Entente inc.|Centre de loisirs Saint-Benoit|Salle RC02-01|Arrondissement Sainte-Foy-Sillery-Cap-Rouge|909, boulevard Pie-XII, Quebec (QC) G1X 3T4 |2015-01-19|2015-04-27|Mercredi|13:00:00|15:00:00
H2015|Billard libre|Billard libre|Loisirs recreatifs|Club FADOQ Bonne-Entente inc.|Centre de loisirs Saint-Benoit|Salle RC03-01|Arrondissement Sainte-Foy-Sillery-Cap-Rouge|909, boulevard Pie-XII, Quebec (QC) G1X 3T4 |2015-01-12|2015-04-27|Mercredi|09:00:00|11:30:00
H2015|Billard libre|Billard libre|Loisirs recreatifs|Club FADOQ Bonne-Entente inc.|Centre de loisirs Saint-Benoit|Salle RC03-01|Arrondissement Sainte-Foy-Sillery-Cap-Rouge|909, boulevard Pie-XII, Quebec (QC) G1X 3T4 |2015-01-12|2015-04-27|Mercredi|13:00:00|16:30:00
H2015|Scrabble libre et duplicata|Scrabble libre et duplicata|Loisirs recreatifs|Club FADOQ Bonne-Entente inc.|Centre de loisirs Saint-Benoit|Salle RC08-01|Arrondissement Sainte-Foy-Sillery-Cap-Rouge|909, boulevard Pie-XII, Quebec (QC) G1X 3T4 |2015-01-12|2015-06-22|Jeudi|13:00:00|15:45:00
H2015|Artisanat - Tissage - Tricot - Vitrail fusion|Artisanat - Tissage - Tricot|Artisanat|Cercle de Fermieres de Vanier (Le)|Centre communautaire Fernand-Dufour|Centre com. Fernand-Dufour \ salle des Fermieres RC19|Arrondissement des Rivieres|222, avenue Ducharme, Quebec (QC) G1M 2H3 |2015-01-13|2015-06-19|Lundi|13:00:00|21:00:00
H2015|Artisanat - Tissage - Tricot - Vitrail fusion|Artisanat - Tissage - Tricot|Artisanat|Cercle de Fermieres de Vanier (Le)|Centre communautaire Fernand-Dufour|Centre com. Fernand-Dufour \ salle des Fermieres RC19|Arrondissement des Rivieres|222, avenue Ducharme, Quebec (QC) G1M 2H3 |2015-01-13|2015-06-19|Jeudi|13:00:00|21:00:00
H2015|Competitif "D" et "C"  mixte|Volley-ball|Sports et de plein air|Ligue "Volleylite" de Beauport|Ecole secondaire Samuel-De Champlain|Gymnase double Samuel-De Champlain|Arrondissement de Beauport|2740, avenue Saint-David, Quebec (QC) G1E 4K7 |2015-01-14|2015-04-08|Mercredi|20:00:00|22:30:00
H2015|Bains libres - longueurs|Bains libres|Activites aquatiques|DCLVC de Beauport|Ecole secondaire de la Seigneurie|Piscine Seigneurie|Arrondissement de Beauport|645, avenue du Cenacle, Quebec (QC) G1E 1B3 |2015-01-03|2015-06-11|Dimanche|08:00:00|08:55:00
H2015|Bains libres - tous|Bains libres|Activites aquatiques|DCLVC de Beauport|Ecole secondaire de la Seigneurie|Piscine centre de loisirs Monseigneur-De Laval|Arrondissement de Beauport|645, avenue du Cenacle, Quebec (QC) G1E 1B3 |2015-01-03|2015-06-11|Vendredi|18:00:00|19:55:00
H2015|Intermediaire/avance|Tennis|Sports et de plein air|Club de tennis Beauport Est inc.|Ecole secondaire de la Seigneurie|Gymnase double Seigneurie|Arrondissement de Beauport|645, avenue du Cenacle, Quebec (QC) G1E 1B3 |2015-01-13|2015-03-31|Mardi|21:00:00|22:30:00
P2015|Aquajogging|Aquajogging|Activites aquatiques|YWCA Quebec|Y.W.C.A|Y.W.C.A. piscine|Arrondissement de La Cite-Limoilou|855, avenue Holland, Quebec (QC) G1S 3S5 |2015-05-01|2015-06-19|Vendredi|10:30:00|11:25:00
P2015|Aquaforme|Aquaforme|Activites aquatiques|YWCA Quebec|Y.W.C.A|Y.W.C.A. piscine|Arrondissement de La Cite-Limoilou|855, avenue Holland, Quebec (QC) G1S 3S5 |2015-04-27|2015-06-15|Lundi|10:30:00|11:25:00
P2015|Aquaforme|Aquaforme|Activites aquatiques|YWCA Quebec|Y.W.C.A|Y.W.C.A. piscine|Arrondissement de La Cite-Limoilou|855, avenue Holland, Quebec (QC) G1S 3S5 |2015-04-30|2015-06-18|Jeudi|10:30:00|11:25:00
P2015|Technique de relaxation|Relaxation|Mieux-etre|YWCA Quebec|Y.W.C.A|Y.W.C.A.|Arrondissement de La Cite-Limoilou|855, avenue Holland, Quebec (QC) G1S 3S5 |2015-05-01|2015-06-19|Vendredi|13:30:00|14:25:00
P2015|Stretching et posture|Stretching|Activites physiques|YWCA Quebec|Y.W.C.A|Y.W.C.A.|Arrondissement de La Cite-Limoilou|855, avenue Holland, Quebec (QC) G1S 3S5 |2015-04-29|2015-06-17|Mercredi|17:15:00|18:10:00
P2015|Zumba gold|Zumba|Activites physiques|YWCA Quebec|Y.W.C.A|Y.W.C.A.|Arrondissement de La Cite-Limoilou|855, avenue Holland, Quebec (QC) G1S 3S5 |2015-04-29|2015-06-17|Mercredi|10:00:00|10:55:00
P2015|Aquajogging|Aquajogging|Activites aquatiques|YWCA Quebec|Y.W.C.A|Y.W.C.A. piscine|Arrondissement de La Cite-Limoilou|855, avenue Holland, Quebec (QC) G1S 3S5 |2015-04-29|2015-06-17|Mercredi|17:00:00|17:55:00
E2015|Aquajogging|Aquajogging|Activites aquatiques|YWCA Quebec|Y.W.C.A|Y.W.C.A. piscine|Arrondissement de La Cite-Limoilou|855, avenue Holland, Quebec (QC) G1S 3S5 |2015-06-30|2015-08-18|Mardi|17:00:00|17:55:00
P2015|Aquajogging avance|Aquajogging|Activites aquatiques|YWCA Quebec|Y.W.C.A|Y.W.C.A. piscine|Arrondissement de La Cite-Limoilou|855, avenue Holland, Quebec (QC) G1S 3S5 |2015-04-28|2015-06-16|Mardi|18:00:00|18:55:00
P2015|Cardio tonic|Cardio tonus|Activites physiques|YWCA Quebec|Y.W.C.A|Y.W.C.A.|Arrondissement de La Cite-Limoilou|855, avenue Holland, Quebec (QC) G1S 3S5 |2015-04-27|2015-06-15|Lundi|17:15:00|18:10:00
P2015|Multi-tonus modere|Stretching et musculation|Activites physiques|YWCA Quebec|Y.W.C.A|Y.W.C.A.|Arrondissement de La Cite-Limoilou|855, avenue Holland, Quebec (QC) G1S 3S5 |2015-04-29|2015-06-17|Mercredi|11:00:00|11:55:00
H2015|Soccer-reservation|Soccer (reservation)|Sports et de plein air|Soccer Quebec-Centre|Centre communautaire Lucien-Borne|Centre Wilbrod-Bherer gymnase AB|Arrondissement de La Cite-Limoilou|100, chemin Sainte-Foy, Quebec (QC) G1R 1T2 |2015-01-03|2015-05-10|Mercredi|18:30:00|22:00:00
H2015|Bain libre - Pour adultes avec corridors|Bain libre - Pour adultes|Activites aquatiques|DCLVC de La Cite-Limoilou|Centre communautaire Lucien-Borne|CC Lucien-Borne piscine 101|Arrondissement de La Cite-Limoilou|100, chemin Sainte-Foy, Quebec (QC) G1R 1T2 |2015-01-03|2015-06-07|Mardi|12:00:00|13:25:00
H2015|Bain libre - Pour tous|Bain libre - Pour tous|Activites aquatiques|DCLVC de La Cite-Limoilou|Centre communautaire Lucien-Borne|CC Lucien-Borne piscine 101|Arrondissement de La Cite-Limoilou|100, chemin Sainte-Foy, Quebec (QC) G1R 1T2 |2015-01-03|2015-06-07|Dimanche|19:00:00|20:25:00
